"Número Licitação";"Número Processo";"Objeto";"Modalidade Compra";"Situação Licitação";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Município";"Data Resultado Compra";"Data Abertura";"Valor Licitação"
"002152019";"23318000215/2019";"Objeto: Serviço de fornecimento de gás natural do Campus Campos Centro para o exercício de 2019.";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26434";"Instituto Federal Fluminense";"158274";"INST.FED. FLUMINENSE/CAMPUS CAMPOS-CENTRO";"CAMPOS DOS GOYTACAZES";"31/01/2019";"";"1,0000"
"002162018";"23089045756201898";"Objeto: Pregão Eletrônico -  Aquisição de Medicamentos";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26262";"Universidade Federal de São Paulo";"152477";"UNIFESP-HOSP. UNIVERSITARIO";"SAO PAULO";"15/01/2019";"07/12/2018";"0,0000"
"002162018";"702018601000";"Objeto: Pregão Eletrônico -  Maquina de secagem da parte ativa de oleo de transformadores e reatores";"Pregão";"Divulgado";"32000";"Ministério de Minas e Energia";"91081";"Empresas de Energia";"910813";"CIA. HIDROELETRICA DO SAO FRANCISCO S/A";"RECIFE";"15/01/2019";"09/11/2018";"240000,0000"
"002172018";"23081053051201814";"Objeto: Pregão Eletrônico -  ReGISTRO DE PREÇOS PARA SERVIÇO DE IMPRESSÃO E ACABAMENTO DE REVISTAS  PARA A COORDENADORIA DE COMUNICAÇÃO SOCIAL DA UFSM.";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26247";"Universidade Federal de Santa Maria";"153164";"UNIVERSIDADE FEDERAL DE SANTA MARIA";"SANTA MARIA";"10/01/2019";"27/12/2018";"43400,0000"
"002172018";"DAN.A/PE-217/2018";"Objeto: Pregão Eletrônico -  Prestação de serviços de manutenções preventivas e corretivas, com fornecimento de peças e sobressalentes, em elevadores instalados nas Usinas Nucleares de Angra 1 e 2.";"Pregão";"Publicado";"32000";"Ministério de Minas e Energia";"91081";"Empresas de Energia";"910847";"ELETROBRAS TERMONUCLEAR S/A";"RIO DE JANEIRO";"10/01/2019";"13/12/2018";"1299000,0000"
"002182018";"23089035848/18-60";"Objeto: Pregão Eletrônico -  Registro de Preços para Eventual Contratação de empresa especializada na Manutenção Preventiva e Corretiva de Elevadores, com fornecimento de Peças, componentes e acessórios genuínos dos respectivos fabricantes, visando atender as necessidades do Campus São Paulo / UNIFESP.";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26262";"Universidade Federal de São Paulo";"153031";"UNIFESP-UNIVERSIDADE FEDERAL DE SAO PAULO";"SAO PAULO";"24/01/2019";"18/01/2019";"57420,0000"
"002192018";"00665/2500/2018";"Objeto: Pregão Eletrônico -  Prestação de serviços de cotação, reserva e fornecimento de passagens aéreas nacionais e internacionais e emissão de seguro de assistência em viagem internacional, por meio de disponibilização de sistema  on line  automatizado via WEB";"Pregão";"Divulgado";"99900";"República Federativa do Brasil";"93720";"Estado de Tocantins";"925956";"SECRETARIA DE FAZENDA DO TOCANTINS";"Inválido";"31/01/2019";"13/12/2018";"353484,0000"
"002192018";"0200001135320188";"Objeto: Pregão Eletrônico -  Aquisição de equipamentos e materiais para o serviço de Fisioterapia do HUSE, visando atender as necessidades da Secretaria de Estado da Saúde   SES.";"Pregão";"Divulgado";"99900";"República Federativa do Brasil";"94820";"Estado de Sergipe";"926775";"FUNDO ESTADUAL DE SAÚDE";"Inválido";"22/01/2019";"23/10/2018";"159754,0700"
"002192018";"23081057719201801";"Objeto: Pregão Eletrônico -  PRESTAÇÃO DE SERVIÇO DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE EQUIPAMENTOS ODONTOLÓGICOS   instalados no setor de Atenção Integral ao Estudante (Satie)- PRAE/UFSM.";"Pregão";"Publicado";"26000";"Ministério da Educação";"26247";"Universidade Federal de Santa Maria";"153164";"UNIVERSIDADE FEDERAL DE SANTA MARIA";"SANTA MARIA";"08/01/2019";"17/12/2018";"27660,7000"
"002212018";"0200001898320188";"Objeto: Pregão Eletrônico -  Registro de Preços para aquisição de EPI para a Coordenação de Vigilância Epidemiológica   Plano anual 2019, visando atender as necessidades da Secretaria de Estado da Saúde   SES.";"Pregão - Registro de Preço";"Divulgado";"99900";"República Federativa do Brasil";"94820";"Estado de Sergipe";"926775";"FUNDO ESTADUAL DE SAÚDE";"Inválido";"22/01/2019";"26/10/2018";"5440,0000"
"002222018";"23089035863/16-46";"Objeto: Pregão Eletrônico -  Contratação de empresa especializada na Manutenção Preventiva e Corretiva dos Grupos Geradores a Diesel, com eventual fornecimento de Peças, Acessórios e Óleo Diesel sob demanda, visando atender as necessidades da Unifesp";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26262";"Universidade Federal de São Paulo";"153031";"UNIFESP-UNIVERSIDADE FEDERAL DE SAO PAULO";"SAO PAULO";"24/01/2019";"09/01/2019";"35040,0000"
"002222018";"702018561000";"Objeto: Pregão Eletrônico -  Servicos de locacao de 17 veiculos tipo sedan sem operacao, para atender a diversos orgaos da chesf em paulo afonso-ba.";"Pregão";"Divulgado";"32000";"Ministério de Minas e Energia";"91081";"Empresas de Energia";"910813";"CIA. HIDROELETRICA DO SAO FRANCISCO S/A";"RECIFE";"21/01/2019";"30/11/2018";"269979,5500"
"002232018";"23081043430201804";"Objeto: Pregão Eletrônico -  REGISTRO DE PREÇOS PARA TREINAMENTO E CAPACITAÇÃO (TEÓRICO E PRÁTICO)  PARA TRABALHO EM ALTURA, destinados ao Colégio Técnico Industrial  de Santa Maria/UFSM.";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26247";"Universidade Federal de Santa Maria";"153164";"UNIVERSIDADE FEDERAL DE SANTA MARIA";"SANTA MARIA";"29/01/2019";"29/01/2019";"0,0000"
"002262018";"702018657000";"Objeto: Pregão Eletrônico -  Veiculo minivan quatro portas";"Pregão";"Divulgado";"32000";"Ministério de Minas e Energia";"91081";"Empresas de Energia";"910813";"CIA. HIDROELETRICA DO SAO FRANCISCO S/A";"RECIFE";"10/01/2019";"23/11/2018";"84253,0000"
"002272018";"010091/2018";"Objeto: Pregão Eletrônico -  Aquisição de materiais de limpeza.";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26282";"Universidade Federal de Viçosa";"154052";"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV";"FLORESTAL";"21/01/2019";"05/12/2018";"3832,5000"
"002272018";"23070901198201889";"Objeto: Pregão Eletrônico -  Registro de preços para futuras aquisições de material médico hospitalar (sonda de foley e outros) para o Hospital das Clínicas de Goiás.";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26235";"Universidade Federal de Goiás";"153054";"HOSPITAL DAS CLINICAS DA UFGO";"GOIANIA";"21/01/2019";"19/12/2018";"8320,0000"
"002272018";"29541/2018";"Objeto: Pregão Eletrônico -  Contratação de serviços continuados de manutenção preventiva e corretiva, com fornecimento de alguns componentes e serviços adicionais, para os equipamentos de ar condicionado do tipo Split, Split Inverter, Split VRV, Splitão e Roof top, todos instalados na torre I do TJSC, para execução no regime de empreitada por preço unitário";"Pregão";"Divulgado";"99900";"República Federativa do Brasil";"96220";"Estado de Santa Catarina";"925045";"TRIBUNAL DE JUSTIÇA DO EST. DE SANTA CATARINA";"Inválido";"08/01/2019";"17/12/2018";"182060,0000"
"002272018";"DABS.A/PE-227/18";"Objeto: Pregão Eletrônico -  Sobressalentes para bombas conforme descritivos constantes do Edital.";"Pregão";"Publicado";"32000";"Ministério de Minas e Energia";"91081";"Empresas de Energia";"910847";"ELETROBRAS TERMONUCLEAR S/A";"RIO DE JANEIRO";"30/01/2019";"05/12/2018";"1759942,7900"
"002312018";"23081059374201811";"Objeto: Pregão Eletrônico -  REgISTRO DE PREÇOS PARA AQUISIÇÃO E  INSTALAÇÃO DE CARPETE NO PRÉDIO DA REITORIA/UFSM";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26247";"Universidade Federal de Santa Maria";"153164";"UNIVERSIDADE FEDERAL DE SANTA MARIA";"SANTA MARIA";"02/01/2019";"28/12/2018";"16334,8900"
"002332018";"01342000672201844";"Objeto: Pregão Eletrônico -  Registro de preços para a eventual prestação de serviço de serviços de suporte às equipes de gestão de infraestrutura tecnológica da Instituto de Pesquisas Energéticas e Nucleares IPEN-CNEN/SP";"Pregão - Registro de Preço";"Evento de Resultado de Julgame";"24000";"Ministério da Ciência, Tecnologia, Inovações ";"20301";"Comissão Nacional de Energia Nuclear";"113202";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-IPEN";"SAO PAULO";"16/01/2019";"06/12/2018";"374350,2000"
"002342018";"DABS.A/PE-234/18";"Objeto: Pregão Eletrônico -  Acessórios para ponte rolante.";"Pregão";"Publicado";"32000";"Ministério de Minas e Energia";"91081";"Empresas de Energia";"910847";"ELETROBRAS TERMONUCLEAR S/A";"RIO DE JANEIRO";"18/01/2019";"30/10/2018";"0,0000"
"002352018";"23081059644201894";"Objeto: Pregão Eletrônico -  PREGÃO ELETRÔNICO, do Tipo Menor Preço Global da  Cesta de Produtos, para PERMISSÃO DE USO DE ÁREA FÍSICA DE 30 m², localizada no  Hospital Veterinário Universitário - HVU, localizado no Campus da UFSM em Santa Maria, RS.";"Pregão";"Publicado";"26000";"Ministério da Educação";"26247";"Universidade Federal de Santa Maria";"153164";"UNIVERSIDADE FEDERAL DE SANTA MARIA";"SANTA MARIA";"14/01/2019";"04/01/2019";"109,2500"
"002352018";"DAN.A/PE-235/2018";"Objeto: Pregão Eletrônico -  Prestação de serviços de engenharia para inspeção das estruturas civis do Edifício do Reator durante as Paradas Técnicas Programadas da Usina Nuclear de Angra 1";"Pregão";"Publicado";"32000";"Ministério de Minas e Energia";"91081";"Empresas de Energia";"910847";"ELETROBRAS TERMONUCLEAR S/A";"RIO DE JANEIRO";"24/01/2019";"06/11/2018";"472232,8500"
"002362018";"02.998/3100/2018";"Objeto: Pregão Eletrônico -  Aquisição de combustível";"Pregão";"Divulgado";"99900";"República Federativa do Brasil";"93720";"Estado de Tocantins";"925957";"SECRETARIA DA SEG.PÚBLICA DO ESTADO DO TO";"Inválido";"31/01/2019";"03/01/2019";"637622,0000"
"002362018";"23081061047201820";"Objeto: Pregão Eletrônico -  REGISTRO DE PREÇOS PARA AQUISIÇÃO DE GELO  SECO CO2, destinados ao Departamento de Química da UFSM.";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26247";"Universidade Federal de Santa Maria";"153164";"UNIVERSIDADE FEDERAL DE SANTA MARIA";"SANTA MARIA";"11/01/2019";"11/01/2019";"60319,6800"
"002362018";"DABS.A/PE-236/18";"Objeto: Pregão Eletrônico -  Sobressalentes para bombas conforme descritivos constantes do Edital.";"Pregão";"Publicado";"32000";"Ministério de Minas e Energia";"91081";"Empresas de Energia";"910847";"ELETROBRAS TERMONUCLEAR S/A";"RIO DE JANEIRO";"21/01/2019";"05/12/2018";"140747,6200"
"002372018";"23081062393201825";"Objeto: Pregão Eletrônico -  REgISTRO DE PREÇOS PARA LOCAÇÃO DE  ESTANDE, INCLUINDO MONTAGEM E DESMONTAGEM PARA EXPODIRETO NA  CIDADE DE NÃO ME TOQUE - RS";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26247";"Universidade Federal de Santa Maria";"153164";"UNIVERSIDADE FEDERAL DE SANTA MARIA";"SANTA MARIA";"14/01/2019";"14/01/2019";"0,0000"
"002382018";"01342000375201807";"Objeto: Pregão Eletrônico -  Aquisição de gás (GLP) para uso doméstico e em empilhadeira.";"Pregão - Registro de Preço";"Publicado";"24000";"Ministério da Ciência, Tecnologia, Inovações ";"20301";"Comissão Nacional de Energia Nuclear";"113202";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-IPEN";"SAO PAULO";"18/01/2019";"15/01/2019";"20400,0000"
"002382018";"20429/18-23";"Objeto: Pregão Eletrônico -  Manutenção de geladeiras e refrigeradores das atividades gerais de graduação em ambas as unidades com laboratórios didáticos do campus Diadema: José de Filippi e José Alencar.";"Pregão";"Publicado";"26000";"Ministério da Educação";"26262";"Universidade Federal de São Paulo";"153031";"UNIFESP-UNIVERSIDADE FEDERAL DE SAO PAULO";"SAO PAULO";"15/01/2019";"11/12/2018";"11628,7500"
"002382019";"23320000328201927";"Objeto: Contratação de empresa (pessoa jurídica) para prestação de serviços de limpeza de caixa d'água e cisternas do campus Macaé.";"Dispensa de Licitação";"Anulação";"26000";"Ministério da Educação";"26434";"Instituto Federal Fluminense";"158384";"INST.FED. FLUMINENSE/CAMPUS MACAE";"MACAE";"30/01/2019";"";"6050,0000"
"002392018";"01342000836201833";"Objeto: Pregão Eletrônico -  Registro de preços de eventual contratação de empresa que forneça à CNEN/IPEN Nitrogênio Líquido, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.";"Pregão - Registro de Preço";"Evento de Resultado de Julgame";"24000";"Ministério da Ciência, Tecnologia, Inovações ";"20301";"Comissão Nacional de Energia Nuclear";"113202";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-IPEN";"SAO PAULO";"23/01/2019";"17/01/2019";"118500,0000"
"002392018";"25410.004285/2018";"Objeto: Pregão Eletrônico -  Aquisição de CASPOFUNGINA, ACETATO 50MG  E OUTROS.";"Pregão";"Evento de Resultado de Julgame";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo di";"250052";"INSTITUTO NACIONAL DO CANCER - RJ";"RIO DE JANEIRO";"16/01/2019";"12/11/2018";"293924,9500"
"002412018";"702018559000";"Objeto: Pregão Eletrônico -  Contratacao dos servicos de manutencao e substituicao de pecas de 515 extintores de incendio...";"Pregão";"Divulgado";"32000";"Ministério de Minas e Energia";"91081";"Empresas de Energia";"910813";"CIA. HIDROELETRICA DO SAO FRANCISCO S/A";"RECIFE";"29/01/2019";"27/12/2018";"106600,0000"
"002422018";"702018515000";"Objeto: Pregão Eletrônico -  Locacao de veiculo automovel tipo popular sedan para uso eventual pela chesf-fortaleza-ce.";"Pregão";"Divulgado";"32000";"Ministério de Minas e Energia";"91081";"Empresas de Energia";"910813";"CIA. HIDROELETRICA DO SAO FRANCISCO S/A";"RECIFE";"29/01/2019";"20/12/2018";"134882,1000"
"002432018";"DABS.A/PE-2432018";"Objeto: Pregão Eletrônico -  Fornecimento de Materiais Metálicos";"Pregão";"Evento de Suspensão Publicado";"32000";"Ministério de Minas e Energia";"91081";"Empresas de Energia";"910847";"ELETROBRAS TERMONUCLEAR S/A";"RIO DE JANEIRO";"22/01/2019";"13/12/2018";"126891,3400"
"002442018";"31668/2017";"Objeto: Pregão Eletrônico -  Aquisição de equipamentos e serviços para implantação da solução do autonomous system (AS) do Tribunal de Justiça de Santa Catarina (TJSC) e recepção de links de dados MPLS das operadoras credenciadas, contratação de serviços continuados de gerência da infraestrutura de rede e contratação de execução de atividades específicas referentes às soluções de gerência da infraestrutura de rede.";"Pregão";"Divulgado";"99900";"República Federativa do Brasil";"96220";"Estado de Santa Catarina";"925045";"TRIBUNAL DE JUSTIÇA DO EST. DE SANTA CATARINA";"Inválido";"25/01/2019";"10/01/2019";"4053600,0000"
"002462018";"003164/2018";"Objeto: Pregão Eletrônico -  Locação de banheiros, serviço de sonorização e outros";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26282";"Universidade Federal de Viçosa";"154051";"UNIVERSIDADE FEDERAL DE VICOSA";"VICOSA";"07/01/2019";"18/12/2018";"32098,5000"
"002462018";"25410.002508/2018";"Objeto: Pregão Eletrônico -  Acessar os sites www.comprasnet.gov.br ou www.inca.gov.br para retirar o edital.";"Pregão";"Evento de Resultado de Julgame";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo di";"250052";"INSTITUTO NACIONAL DO CANCER - RJ";"RIO DE JANEIRO";"17/01/2019";"13/11/2018";"0,0000"
"002462018";"702018696000";"Objeto: Pregão Eletrônico -  Servicos especializados de auditoria de asseguracao limitada.";"Pregão";"Divulgado";"32000";"Ministério de Minas e Energia";"91081";"Empresas de Energia";"910813";"CIA. HIDROELETRICA DO SAO FRANCISCO S/A";"RECIFE";"29/01/2019";"03/01/2019";"32211,0000"
"002492018";"011318/2018";"Objeto: Pregão Eletrônico -  Aquisição de switch ethernet gerenciavel";"Pregão";"Evento de Adiamento Publicado";"26000";"Ministério da Educação";"26282";"Universidade Federal de Viçosa";"154052";"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV";"FLORESTAL";"31/01/2019";"11/12/2018";"73999,8000"
"002492018";"702018761000";"Objeto: Pregão Eletrônico -  Controlador logico";"Pregão";"Divulgado";"32000";"Ministério de Minas e Energia";"91081";"Empresas de Energia";"910813";"CIA. HIDROELETRICA DO SAO FRANCISCO S/A";"RECIFE";"15/01/2019";"28/12/2018";"141900,0000"
"002512018";"011161/2018";"Objeto: Pregão Eletrônico -  Serviços de manutenção, higienização (lavagem), passadoria, separação e empacotamento que se fizerem necessários em becas e demais acessórios (jabour e faixa), para a solenidade de Colação de Grau da Universidade Federal de Viçosa.";"Pregão";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26282";"Universidade Federal de Viçosa";"154051";"UNIVERSIDADE FEDERAL DE VICOSA";"VICOSA";"02/01/2019";"11/12/2018";"12540,0000"
"002512018";"DAN.A/PE-251/18";"Objeto: Pregão Eletrônico -  Fornecimento de Juntas";"Pregão";"Evento de Revogação Publicado";"32000";"Ministério de Minas e Energia";"91081";"Empresas de Energia";"910847";"ELETROBRAS TERMONUCLEAR S/A";"RIO DE JANEIRO";"17/01/2019";"13/12/2018";"0,0000"
"002522018";"702018510000";"Objeto: Pregão Eletrônico -  Modulos opticos";"Pregão";"Divulgado";"32000";"Ministério de Minas e Energia";"91081";"Empresas de Energia";"910813";"CIA. HIDROELETRICA DO SAO FRANCISCO S/A";"RECIFE";"29/01/2019";"09/01/2019";"190999,9000"
